,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1209,Celular Plus X42,eletronicos,1715.78,88.9445623075,22/04/2021,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
1210,Blocos de montar,brinquedos,48.05,10.3605275639,10/11/2021,Isabella Pereira,CE,5,cartao_credito,1,-5.2,-39.53
1211,Boneca bebê,brinquedos,57.64,0.0,19/05/2022,Camila Ribeiro,RJ,4,cartao_credito,7,-22.25,-42.66
1212,Impressora,eletronicos,401.04,18.9386125762,12/08/2021,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
1213,Guarda roupas,moveis,670.41,42.242940819,09/01/2021,Pedro Gomes,RS,4,cartao_credito,5,-30.17,-53.5
1214,Guitarra,instrumentos musicais,818.58,41.1713614473,01/06/2021,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
1215,Bola de basquete,esporte e lazer,36.79,13.6049850244,12/10/2022,Camila Ribeiro,RS,1,cartao_credito,1,-30.17,-53.5
1216,Micro-ondas,eletrodomesticos,677.31,33.6491589445,01/04/2022,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1217,Mesa de jantar,moveis,466.68,25.1380828504,02/07/2021,Felipe Santos,SP,4,cupom,1,-22.19,-48.79
1218,Headset,eletronicos,69.38,4.3812884275,27/10/2022,Beatriz Moraes,SC,5,boleto,1,-27.45,-50.95
1219,Dashboards com Power BI,livros,41.27,2.7286078683,31/07/2022,João Souza,SC,5,cartao_credito,12,-27.45,-50.95
1220,Smart TV,eletronicos,1882.99,100.9505648565,18/06/2021,Felipe Santos,AL,3,boleto,1,-9.62,-36.82
1221,Ciência de dados com python,livros,75.13,4.5315510038,09/12/2022,Pedro Gomes,SC,4,cartao_credito,10,-27.45,-50.95
1222,TV Led UHD 4K,eletronicos,3555.39,190.0008336021,21/08/2021,Juliana Costa,RJ,4,cartao_credito,6,-22.25,-42.66
1223,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,01/03/2022,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
1224,Celular ABXY,eletronicos,1650.83,85.4861702033,27/10/2022,Felipe Santos,PR,3,cupom,1,-24.89,-51.55
1225,Cadeira de escritório,moveis,403.02,21.9907070783,01/05/2022,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
1226,Cômoda,moveis,425.47,22.9381234232,15/05/2021,Bianca Santos,SP,5,cartao_credito,6,-22.19,-48.79
1227,Xadrez de madeira,brinquedos,25.81,2.0613170037,20/01/2021,Bianca Santos,SP,4,cartao_credito,1,-22.19,-48.79
1228,Iniciando em programação,livros,69.96,1.3095985985,25/01/2020,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
1229,Mochila,esporte e lazer,111.65,3.5294656781,19/11/2020,João Souza,GO,3,cartao_credito,2,-15.98,-49.86
1230,Boneca bebê,brinquedos,52.02,9.0118438895,12/07/2020,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
1231,Guarda roupas,moveis,628.67,36.6386025296,03/07/2020,Bianca Santos,RJ,4,cartao_credito,3,-22.25,-42.66
1232,Xadrez de madeira,brinquedos,38.86,0.0,17/07/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1233,Micro-ondas,eletrodomesticos,413.47,19.6004726817,25/02/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
1234,TV Led UHD 4K,eletronicos,3056.57,163.0419339157,28/01/2021,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
1235,Blocos de montar,brinquedos,45.73,2.9660894508,20/11/2020,Camila Ribeiro,GO,5,cartao_credito,5,-15.98,-49.86
1236,Bicicleta,esporte e lazer,690.26,37.2853729444,09/06/2021,Mariana Ferreira,ES,5,cartao_credito,10,-19.19,-40.34
1237,Lava louças,eletrodomesticos,1580.73,85.057532201,09/02/2023,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
1238,Xadrez de madeira,brinquedos,41.37,0.0,23/02/2023,Beatriz Moraes,SP,4,cartao_credito,4,-22.19,-48.79
1239,Geladeira,eletrodomesticos,2843.23,148.9778829827,11/09/2021,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
1240,Violão,instrumentos musicais,403.12,21.748053161,09/08/2020,Bianca Santos,SP,4,cartao_credito,10,-22.19,-48.79
1241,Headset,eletronicos,343.69,15.8848976081,14/02/2022,João Souza,PE,1,cartao_credito,1,-8.38,-37.86
1242,Headset,eletronicos,287.09,15.8129438069,02/06/2022,Bruno Rodrigues,RJ,5,cartao_credito,3,-22.25,-42.66
1243,Jogo de panelas,utilidades domesticas,216.97,12.0841042918,02/12/2021,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
1244,Celular Plus X42,eletronicos,1937.74,106.3426418186,25/08/2020,Juliana Costa,PR,4,cartao_credito,1,-24.89,-51.55
1245,Cadeira de escritório,moveis,604.95,29.7962066326,15/04/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
1246,Secadora de roupas,eletrodomesticos,1800.8,96.7755976416,18/02/2023,Camila Ribeiro,MG,5,cartao_credito,3,-18.1,-44.38
1247,Jogo de copos,utilidades domesticas,34.66,0.0,21/07/2022,Isabella Pereira,BA,1,cartao_credito,1,-13.29,-41.71
1248,Bola de vôlei,esporte e lazer,74.83,4.2732491934,05/06/2022,João Souza,PR,4,cartao_credito,5,-24.89,-51.55
1249,Copo térmico,esporte e lazer,37.42,0.0,08/05/2022,Bianca Santos,SP,1,cartao_credito,3,-22.19,-48.79
1250,Celular Plus X42,eletronicos,3083.29,170.5555310841,10/03/2021,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
1251,Assistente virtual,eletronicos,238.73,10.2960933702,23/11/2021,Rafael Costa,SP,5,cartao_credito,8,-22.19,-48.79
1252,Fogão,eletrodomesticos,710.01,38.089022412,14/02/2021,Isabella Pereira,MA,3,boleto,1,-5.42,-45.44
1253,Cômoda,moveis,431.16,23.4890774218,23/11/2021,Mariana Ferreira,PA,1,cartao_credito,1,-3.79,-52.48
1254,Dashboards com Power BI,livros,37.55,2.9392723666,24/01/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
1255,Tablet ABXY,eletronicos,1525.01,81.485320563,26/10/2020,Beatriz Moraes,RJ,5,cartao_credito,10,-22.25,-42.66
1256,Modelagem preditiva,livros,70.29,1.3271701057,23/11/2020,Juliana Costa,PR,4,boleto,1,-24.89,-51.55
1257,Modelagem preditiva,livros,102.74,3.055034983,27/04/2020,Lucas Oliveira,ES,3,cartao_credito,1,-19.19,-40.34
1258,Geladeira,eletrodomesticos,2544.32,136.0084901834,22/04/2022,Mariana Ferreira,RJ,4,cartao_credito,6,-22.25,-42.66
1259,Jogo de tabuleiro,brinquedos,238.49,10.2833140922,07/03/2022,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
1260,TV Led UHD 4K,eletronicos,2312.45,123.662110242,25/08/2021,João Souza,RS,4,cartao_credito,8,-30.17,-53.5
1261,Impressora,eletronicos,438.43,20.929517592,25/03/2022,Isabella Pereira,CE,4,boleto,1,-5.2,-39.53
1262,Bicicleta,esporte e lazer,553.83,27.0742204222,05/03/2023,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
1263,Celular ABXY,eletronicos,1572.45,81.312671002,21/09/2021,Isabella Pereira,RJ,5,cartao_credito,10,-22.25,-42.66
1264,Geladeira,eletrodomesticos,3399.04,182.387769662,21/07/2020,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
1265,Mochila,esporte e lazer,120.8,6.7153624936,14/09/2022,Felipe Santos,RJ,5,cartao_credito,5,-22.25,-42.66
1266,Corda de pular,esporte e lazer,28.28,7.747760309,14/08/2022,Thiago Silva,MG,3,cupom,1,-18.1,-44.38
1267,Panela de pressão,utilidades domesticas,86.45,2.1876414899,23/07/2020,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
1268,Mochila,esporte e lazer,140.74,7.777107506,15/09/2020,Larissa Alves,BA,4,cartao_credito,3,-13.29,-41.71
1269,Secadora de roupas,eletrodomesticos,1294.97,69.4843612326,25/04/2020,Lucas Oliveira,SP,4,cupom,1,-22.19,-48.79
1270,Cadeira de escritório,moveis,523.91,25.4810704336,18/05/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
1271,Dashboards com Power BI,livros,54.86,0.0,27/08/2021,Bruno Rodrigues,PR,4,boleto,1,-24.89,-51.55
1272,Cama king,moveis,1154.07,61.7338815003,20/01/2023,Isabella Pereira,RJ,4,cartao_credito,5,-22.25,-42.66
1273,Iniciando em programação,livros,77.19,4.9985504563,18/02/2023,Juliana Costa,SP,4,cartao_credito,5,-22.19,-48.79
1274,TV Led UHD 4K,eletronicos,2727.13,145.5002450042,20/09/2021,Bianca Santos,DF,4,cupom,1,-15.83,-47.86
1275,Smart TV,eletronicos,2342.38,136.370716379,10/02/2023,Lucas Oliveira,SP,5,cartao_credito,10,-22.19,-48.79
1276,Modelagem preditiva,livros,105.71,6.5171546566,23/09/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1277,Smart TV,eletronicos,1619.45,83.815279607,19/03/2023,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
1278,Tablet ABXY,eletronicos,1483.67,79.5320685468,16/08/2022,Rafael Costa,DF,5,cartao_credito,1,-15.83,-47.86
1279,Dashboards com Power BI,livros,41.76,2.7546988942,01/02/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1280,Ciência de dados com python,livros,63.96,0.0,02/08/2020,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
1281,Bola de vôlei,esporte e lazer,57.53,0.0,01/06/2020,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
1282,Faqueiro,utilidades domesticas,76.93,4.9847062385,01/04/2022,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
1283,Cadeira de escritório,moveis,458.06,21.974756037,16/03/2023,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
1284,Cadeira de escritório,moveis,315.03,14.358838829,21/10/2022,Beatriz Moraes,RJ,1,boleto,1,-22.25,-42.66
1285,Geladeira,eletrodomesticos,2920.79,155.8064064933,14/04/2020,Beatriz Moraes,RJ,5,cartao_credito,2,-22.25,-42.66
1286,Guitarra,instrumentos musicais,1153.06,58.9814151964,22/01/2023,Beatriz Moraes,GO,1,cartao_credito,10,-15.98,-49.86
1287,Carrinho controle remoto,brinquedos,93.95,2.5869939269,13/03/2022,Thiago Silva,PR,3,boleto,1,-24.89,-51.55
1288,Mochila,esporte e lazer,120.14,3.9815326368,10/02/2023,Thiago Silva,SC,2,cartao_credito,1,-27.45,-50.95
1289,Cubo mágico 8x8,brinquedos,25.67,0.0,04/03/2020,Rafael Costa,PR,5,cartao_credito,1,-24.89,-51.55
1290,Modelagem preditiva,livros,91.21,5.1397840122,08/05/2020,Mariana Ferreira,SP,4,cartao_credito,8,-22.19,-48.79
1291,Geladeira,eletrodomesticos,2540.79,146.9354519816,13/11/2020,Isabella Pereira,RN,4,cartao_credito,6,-5.81,-36.59
1292,Cômoda,moveis,416.52,25.3422532625,24/10/2020,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
1293,Modelagem preditiva,livros,75.19,1.5880803645,10/06/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
1294,Jogo de tabuleiro,brinquedos,150.7,8.9127368086,07/03/2020,Isabella Pereira,RS,4,cartao_credito,5,-30.17,-53.5
1295,Mochila,esporte e lazer,138.38,7.6514446058,04/10/2022,João Souza,MG,2,cartao_credito,2,-18.1,-44.38
1296,Mochila,esporte e lazer,138.57,4.9628746919,19/09/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
1297,Sofá retrátil,moveis,925.16,56.8175670311,23/02/2023,Felipe Santos,SP,1,cartao_credito,3,-22.19,-48.79
1298,Tablet ABXY,eletronicos,971.36,49.3064368234,04/08/2021,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
1299,Sofá retrátil,moveis,906.95,45.8767980947,08/07/2021,Juliana Costa,SP,5,cartao_credito,7,-22.19,-48.79
1300,Modelagem preditiva,livros,69.42,1.280845223,20/02/2021,Larissa Alves,RJ,5,cartao_credito,10,-22.25,-42.66
1301,Tablet ABXY,eletronicos,1485.87,76.7025464696,29/04/2020,Thiago Silva,RJ,5,cartao_credito,2,-22.25,-42.66
1302,Guarda roupas,moveis,678.62,36.6607384266,02/07/2022,Juliana Costa,SC,4,cartao_credito,1,-27.45,-50.95
1303,Copo térmico,esporte e lazer,47.96,3.0848302421,25/03/2021,Mariana Ferreira,MA,4,cartao_credito,8,-5.42,-45.44
1304,Bateria,instrumentos musicais,685.95,34.1092129519,30/09/2022,Juliana Costa,SP,2,cartao_credito,2,-22.19,-48.79
1305,Bola de basquete,esporte e lazer,41.66,0.0,04/08/2022,Bruno Rodrigues,RS,5,cartao_credito,2,-30.17,-53.5
1306,Cubo mágico 8x8,brinquedos,28.39,0.0,21/01/2020,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
1307,Cama king,moveis,1068.33,54.4697975985,13/10/2022,Felipe Santos,PR,1,cartao_credito,10,-24.89,-51.55
1308,Lava louças,eletrodomesticos,1339.88,68.9290181664,23/04/2022,Larissa Alves,RS,3,cartao_credito,10,-30.17,-53.5
1309,Bicicleta,esporte e lazer,456.99,27.4971590124,27/02/2020,Camila Ribeiro,CE,5,cartao_credito,5,-5.2,-39.53
1310,Mesa de jantar,moveis,353.06,19.687798028,06/12/2022,Pedro Gomes,RS,1,cartao_credito,6,-30.17,-53.5
1311,Smartwatch,eletronicos,255.08,11.1666816828,21/12/2021,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
1312,Fone de ouvido,eletronicos,76.38,1.6514442845,20/02/2021,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
1313,Impressora,eletronicos,414.45,19.6526547335,25/11/2020,João Souza,PR,1,cartao_credito,2,-24.89,-51.55
1314,Panela de pressão,utilidades domesticas,91.33,2.4474868089,04/10/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
1315,Pandeiro,instrumentos musicais,74.44,4.2468319632,01/12/2021,Felipe Santos,MA,5,boleto,1,-5.42,-45.44
1316,Cômoda,moveis,392.29,21.4193668584,11/08/2022,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
1317,Pandeiro,instrumentos musicais,99.75,2.8958264781,11/03/2021,Isabella Pereira,RJ,3,cartao_credito,8,-22.25,-42.66
1318,Iniciando em programação,livros,82.77,4.9383580196,29/04/2022,Bianca Santos,PR,5,cartao_credito,4,-24.89,-51.55
1319,Geladeira,eletrodomesticos,2660.31,143.0526195601,11/05/2020,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
1320,Modelagem preditiva,livros,73.05,1.4741318025,27/06/2022,Pedro Gomes,SP,4,cartao_credito,2,-22.19,-48.79
1321,Assistente virtual,eletronicos,396.97,21.4262350662,16/07/2020,João Souza,SP,4,cartao_credito,8,-22.19,-48.79
1322,Celular Plus X42,eletronicos,2626.51,137.438194964,30/03/2023,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
1323,Cômoda,moveis,439.58,20.9907516323,09/03/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
1324,Guarda roupas,moveis,617.48,33.818800203,24/01/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1325,Blocos de montar,brinquedos,34.52,0.0,21/11/2020,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1326,Dashboards com Power BI,livros,36.59,0.0,23/02/2021,Mariana Ferreira,MG,5,cartao_credito,5,-18.1,-44.38
1327,Headset,eletronicos,76.33,4.3474687773,23/10/2021,Larissa Alves,MG,4,boleto,1,-18.1,-44.38
1328,Violão,instrumentos musicais,297.19,13.4089124989,11/08/2020,Felipe Santos,ES,2,cupom,1,-19.19,-40.34
1329,Celular ABXY,eletronicos,1679.68,89.7210327532,21/02/2020,Bruno Rodrigues,SC,1,boleto,1,-27.45,-50.95
1330,TV Led UHD 4K,eletronicos,2237.94,116.7480114394,03/10/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
1331,Bateria,instrumentos musicais,1424.63,80.3373003497,15/09/2020,Thiago Silva,SP,1,boleto,1,-22.19,-48.79
1332,Ciência de dados com python,livros,83.92,2.0529266011,25/03/2021,Lucas Oliveira,MG,3,boleto,1,-18.1,-44.38
1333,Guarda roupas,moveis,611.39,30.1391172585,28/08/2022,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
1334,Smartwatch,eletronicos,279.3,15.1550106616,16/05/2022,Lucas Oliveira,MG,5,cartao_credito,3,-18.1,-44.38
1335,Cama king,moveis,694.94,34.5879034063,19/04/2020,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
1336,Blocos de montar,brinquedos,57.41,0.0,20/09/2022,Larissa Alves,CE,5,cartao_credito,4,-5.2,-39.53
1337,Bicicleta,esporte e lazer,835.73,44.788885099,20/06/2020,Beatriz Moraes,SP,1,cartao_credito,10,-22.19,-48.79
1338,Bicicleta,esporte e lazer,568.55,30.8046815972,04/08/2022,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
1339,Lavadora de roupas,eletrodomesticos,1657.76,85.8551718551,17/02/2020,Isabella Pereira,SP,4,cupom,1,-22.19,-48.79
1340,Jogo de panelas,utilidades domesticas,143.04,12.0964883898,10/03/2020,Camila Ribeiro,CE,3,cartao_credito,4,-5.2,-39.53
1341,Fogão,eletrodomesticos,1294.99,66.5387607137,22/06/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1342,Celular ABXY,eletronicos,1233.13,63.2449018135,18/11/2021,Lucas Oliveira,DF,4,cartao_credito,1,-15.83,-47.86
1343,Tablet ABXY,eletronicos,1864.15,96.8448184506,09/10/2021,Bruno Rodrigues,PE,4,boleto,1,-8.38,-37.86
1344,Impressora,eletronicos,385.39,18.1052971577,29/01/2023,Pedro Gomes,PR,5,boleto,1,-24.89,-51.55
1345,Xadrez de madeira,brinquedos,42.02,2.768543112,14/05/2022,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
1346,Lava louças,eletrodomesticos,2094.54,112.0590583033,26/07/2020,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
1347,Lavadora de roupas,eletrodomesticos,2008.55,107.238021783,22/03/2022,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
1348,Mesa de jantar,moveis,297.7,16.1404062104,17/02/2021,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
1349,Geladeira,eletrodomesticos,1904.12,102.2770768133,20/04/2022,Mariana Ferreira,GO,5,boleto,1,-15.98,-49.86
1350,Sofá retrátil,moveis,929.17,47.0599462479,23/01/2021,Thiago Silva,RS,5,cartao_credito,1,-30.17,-53.5
1351,Headset,eletronicos,299.6,19.116615005,10/03/2023,Bruno Rodrigues,GO,5,boleto,1,-15.98,-49.86
1352,Cadeira de escritório,moveis,370.74,20.0239155731,24/11/2020,Mariana Ferreira,RS,5,boleto,1,-30.17,-53.5
1353,Secadora de roupas,eletrodomesticos,829.33,45.0477427156,09/04/2022,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
1354,Bateria,instrumentos musicais,974.02,52.3947392798,26/07/2021,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
1355,Tablet ABXY,eletronicos,1461.16,75.3868133072,01/09/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
1356,Dinossauro Rex,brinquedos,19.96,1.3515867645,21/06/2020,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
1357,Lavadora de roupas,eletrodomesticos,1765.73,100.261745858,21/09/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1358,Poltrona,moveis,336.62,18.8638501433,02/01/2023,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
1359,Cubo mágico 8x8,brinquedos,16.82,4.0594307214,05/03/2023,Rafael Costa,PR,4,cartao_credito,4,-24.89,-51.55
1360,Mochila,esporte e lazer,141.12,5.0986545205,28/11/2021,Pedro Gomes,RJ,3,boleto,1,-22.25,-42.66
1361,Mesa de jantar,moveis,238.59,10.2886387913,08/11/2022,Rafael Costa,SC,2,cupom,1,-27.45,-50.95
1362,Micro-ondas,eletrodomesticos,693.36,34.5037731596,11/11/2021,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
1363,Kit banquetas,moveis,347.48,20.1550589921,04/09/2020,Camila Ribeiro,RJ,4,cartao_credito,1,-22.25,-42.66
1364,Headset,eletronicos,136.71,4.8638352875,24/04/2021,João Souza,PR,5,cartao_credito,1,-24.89,-51.55
1365,Impressora,eletronicos,385.74,18.1239336047,09/03/2022,Bruno Rodrigues,BA,5,cartao_credito,4,-13.29,-41.71
1366,TV Led UHD 4K,eletronicos,2999.21,157.2833487319,13/06/2021,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
1367,TV Led UHD 4K,eletronicos,3515.39,184.7683808541,06/07/2021,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
1368,Bicicleta,esporte e lazer,699.31,37.5192796019,19/11/2022,Juliana Costa,RJ,5,cartao_credito,2,-22.25,-42.66
1369,Geladeira,eletrodomesticos,3142.47,164.911512748,26/02/2022,Larissa Alves,RS,5,cartao_credito,3,-30.17,-53.5
1370,Cômoda,moveis,311.24,22.8145290511,19/02/2023,Juliana Costa,SP,2,cartao_credito,2,-22.19,-48.79
1371,Jogo de tabuleiro,brinquedos,190.61,7.7338481346,12/05/2021,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
1372,TV Led UHD 4K,eletronicos,2432.66,127.1162656431,19/01/2023,Felipe Santos,MG,4,boleto,1,-18.1,-44.38
1373,Jogo de tabuleiro,brinquedos,153.62,8.4629287577,09/01/2021,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
1374,Jogo de copos,utilidades domesticas,55.17,3.2264133386,28/11/2022,Mariana Ferreira,MG,1,cartao_credito,4,-18.1,-44.38
1375,Bola de vôlei,esporte e lazer,66.03,3.7990247638,15/10/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1376,Cama box,moveis,818.14,44.0945982297,29/05/2022,Thiago Silva,SP,1,cartao_credito,1,-22.19,-48.79
1377,Dinossauro Rex,brinquedos,24.85,0.0,26/10/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
1378,Guarda roupas,moveis,652.3,32.3174516847,11/10/2020,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
1379,Tablet ABXY,eletronicos,2498.06,130.5986188935,25/02/2023,Larissa Alves,RJ,5,cartao_credito,3,-22.25,-42.66
1380,Celular ABXY,eletronicos,1734.16,98.5807383333,03/01/2021,João Souza,ES,4,cartao_credito,4,-19.19,-40.34
1381,Faqueiro,utilidades domesticas,72.36,4.384056837,12/09/2020,Rafael Costa,PA,1,cartao_credito,8,-3.79,-52.48
1382,Celular Plus X42,eletronicos,2462.2,128.6891817748,08/04/2020,Beatriz Moraes,PR,5,cupom,1,-24.89,-51.55
1383,Tablet ABXY,eletronicos,1267.97,73.8952022995,04/02/2021,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
1384,Celular Plus X42,eletronicos,2424.54,129.9878761799,13/10/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
1385,Cama king,moveis,660.46,35.4506339784,01/02/2021,Juliana Costa,RJ,5,cartao_credito,3,-22.25,-42.66
1386,Violão,instrumentos musicais,509.9,28.0390561899,28/02/2020,Pedro Gomes,BA,4,cartao_credito,3,-13.29,-41.71
1387,Headset,eletronicos,324.62,14.8694774784,08/04/2021,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
1388,Fogão,eletrodomesticos,638.18,35.3802804435,28/01/2023,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1389,Boneca bebê,brinquedos,77.1,1.6897821185,24/02/2023,Lucas Oliveira,BA,5,cartao_credito,6,-13.29,-41.71
1390,Corda de pular,esporte e lazer,32.95,10.8488747381,13/10/2022,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
1391,Boneca bebê,brinquedos,58.73,3.6583003416,03/04/2021,Thiago Silva,RJ,5,cartao_credito,3,-22.25,-42.66
1392,Smart TV,eletronicos,2303.34,124.04504097,22/04/2021,Felipe Santos,MG,5,cupom,1,-18.1,-44.38
1393,Impressora,eletronicos,472.77,25.4567061257,31/12/2022,Camila Ribeiro,MT,4,cartao_credito,3,-12.64,-55.42
1394,Iniciando em programação,livros,82.94,4.9474100081,19/04/2020,Mariana Ferreira,MG,5,boleto,1,-18.1,-44.38
1395,Cubo mágico 8x8,brinquedos,14.43,0.0,31/01/2020,Juliana Costa,MG,4,cartao_credito,1,-18.1,-44.38
1396,Smart TV,eletronicos,2012.13,107.8268813512,07/12/2022,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
1397,Celular ABXY,eletronicos,1123.14,60.6922413165,14/10/2021,Isabella Pereira,RJ,1,boleto,1,-22.25,-42.66
1398,Cama box,moveis,778.74,39.0500013021,11/12/2020,Mariana Ferreira,RJ,5,cartao_credito,10,-22.25,-42.66
1399,Violão,instrumentos musicais,290.85,16.3753026808,05/11/2021,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
1400,Tablet ABXY,eletronicos,1400.06,75.4373982293,25/09/2022,Felipe Santos,SP,3,cartao_debito,1,-22.19,-48.79
1401,Xadrez de madeira,brinquedos,48.01,2.8451648787,23/10/2022,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1402,Iniciando em programação,livros,76.05,4.580538236,07/02/2021,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
1403,Guarda roupas,moveis,657.6,32.5996607401,07/08/2021,Mariana Ferreira,SP,2,boleto,1,-22.19,-48.79
1404,Guitarra,instrumentos musicais,930.5,55.9259400455,11/08/2022,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
1405,Bola de vôlei,esporte e lazer,75.02,1.5790283759,17/12/2021,Beatriz Moraes,PR,5,boleto,1,-24.89,-51.55
1406,Cômoda,moveis,357.51,19.3194578743,19/09/2021,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
1407,Fogão,eletrodomesticos,652.69,35.64219412,29/11/2021,Rafael Costa,MT,5,cartao_credito,7,-12.64,-55.42
1408,Pandeiro,instrumentos musicais,109.31,12.2000430166,24/04/2020,Camila Ribeiro,PR,1,cupom,1,-24.89,-51.55
1409,Guitarra,instrumentos musicais,1002.2,63.2214281037,21/03/2020,Bianca Santos,MG,5,cartao_credito,2,-18.1,-44.38
1410,Bola de basquete,esporte e lazer,64.28,1.0071556862,10/05/2022,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
1411,Violão,instrumentos musicais,283.36,15.3711934475,16/11/2022,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
1412,Bola de basquete,esporte e lazer,56.72,3.5512738885,12/10/2021,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
1413,Fogão,eletrodomesticos,711.96,35.4941672033,23/02/2021,Lucas Oliveira,GO,5,boleto,1,-15.98,-49.86
1414,Guarda roupas,moveis,657.9,35.9196109462,13/06/2021,Pedro Gomes,ES,5,cartao_credito,6,-19.19,-40.34
1415,Cama box,moveis,483.99,23.3554505291,07/05/2020,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
1416,Mesa de jantar,moveis,411.91,19.5174073748,09/11/2021,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
